organism_name	species_id	data_type	qv_score	error_rate	assembly_accession	size_mb	date	modify_date	taxid	bioproject_accession	bioproject_id	group	subgroup	gc%	replicons	wgs	scaffolds	genes	proteins	release_date	status	center	biosample_accession
Astatotilapia calliptera	fAstCal1	10x	37.4462	0.00018005	GCA_900246225.3	880.446	03/02/18	4/23/21	8154	PRJEB24325	429579	Animals	Fishes	41.0816	chromosome 1:NC_039302.1/LS420019.1; chromosome 2:NC_039303.1/LS420020.1; chromosome 3:NC_039304.1/LS420021.1; chromosome 4:NC_039305.1/LS420022.1; chromosome 5:NC_039306.1/LS420023.1; chromosome 6:NC_039307.1/LS420024.1; chromosome 7:NC_039308.1/LS420025.1; chromosome 8:NC_039309.1/LS420026.1; chromosome 9:NC_039310.1/LS420027.1; chromosome 10:NC_039311.1/LS420028.1; chromosome 11:NC_039312.1/LS420029.1; chromosome 12:NC_039313.1/LS420030.1; chromosome 13:NC_039314.1/LS420031.1; chromosome 14:NC_039315.1/LS420032.1; chromosome 15:NC_039316.1/LS420033.1; chromosome 16:NC_039317.1/LS420034.1; chromosome 17:NC_039318.1/LS420035.1; chromosome 18:NC_039319.1/LS420036.1; chromosome 19:NC_039320.1/LS420037.1; chromosome 20:NC_039321.1/LS420038.1; chromosome 22:NC_039322.1/LS420039.1; chromosome 23:NC_039323.1/LS420040.1; mitochondrion MT:NC_018560.1/	OFHY03	249	31331	52718	1/15/18	Chromosome	Wellcome Sanger Institute	SAMEA104026430
Asterias rubens	eAstRub1	Illumina	44.543	3.51E-05	GCA_902459465.3	417.602	08/08/19	1/18/20	7604	PRJEB33974	560024	Animals	Other Animals	38.7678	chromosome 1:NC_047062.1/LR699092.1; chromosome 2:NC_047063.1/LR699093.1; chromosome 3:NC_047064.1/LR699094.1; chromosome 4:NC_047065.1/LR699095.1; chromosome 5:NC_047066.1/LR699096.1; chromosome 6:NC_047067.1/LR699097.1; chromosome 7:NC_047068.1/LR699098.1; chromosome 8:NC_047069.1/LR699099.1; chromosome 9:NC_047070.1/LR699100.1; chromosome 10:NC_047071.1/LR699101.1; chromosome 11:NC_047072.1/LR699102.1; chromosome 12:NC_047073.1/LR699103.1; chromosome 13:NC_047074.1/LR699104.1; chromosome 14:NC_047075.1/LR699105.1; chromosome 15:NC_047076.1/LR699106.1; chromosome 16:NC_047077.1/LR699107.1; chromosome 17:NC_047078.1/LR699108.1; chromosome 18:NC_047079.1/LR699109.1; chromosome 19:NC_047080.1/LR699110.1; chromosome 20:NC_047081.1/LR699111.1; chromosome 21:NC_047082.1/LR699112.1; chromosome 22:NC_047083.1/LR699113.1; mitochondrion MT:LR745847.1	CABPRM03	150	19938	24049	8/14/19	Chromosome	Wellcome Sanger Institute	SAMEA994741
Aythya fuligula	bAytFul2	10x	41.6198	6.89E-05	GCA_009819795.1	1127	11/29/18	12/31/19	219594	PRJNA602521	602521	Animals	Birds	41.7238	chromosome 1:NC_045559.1/CM020300.1; chromosome 2:NC_045560.1/CM020301.1; chromosome 3:NC_045561.1/CM020302.1; chromosome 4:NC_045562.1/CM020303.1; chromosome 5:NC_045563.1/CM020304.1; chromosome 6:NC_045564.1/CM020305.1; chromosome 7:NC_045565.1/CM020306.1; chromosome 8:NC_045566.1/CM020307.1; chromosome 9:NC_045567.1/CM020308.1; chromosome 10:NC_045568.1/CM020309.1; chromosome 11:NC_045569.1/CM020310.1; chromosome 12:NC_045570.1/CM020311.1; chromosome 13:NC_045571.1/CM020312.1; chromosome 14:NC_045572.1/CM020313.1; chromosome 15:NC_045573.1/CM020314.1; chromosome 16:NC_045574.1/CM020315.1; chromosome 17:NC_045575.1/CM020316.1; chromosome 18:NC_045576.1/CM020317.1; chromosome 19:NC_045577.1/CM020318.1; chromosome 20:NC_045578.1/CM020319.1; chromosome 21:NC_045579.1/CM020320.1; chromosome 22:NC_045580.1/CM020321.1; chromosome 23:NC_045581.1/CM020322.1; chromosome 24:NC_045582.1/CM020323.1; chromosome 25:NC_045583.1/CM020324.1; chromosome 26:NC_045584.1/CM020325.1; chromosome 27:NC_045585.1/CM020326.1; chromosome 28:NC_045586.1/CM020327.1; chromosome 29:NC_045587.1/CM020328.1; chromosome 30:NC_045588.1/CM020329.1; chromosome 31:NC_045589.1/CM020330.1; chromosome 32:NC_045590.1/CM020331.1; chromosome 33:NC_045591.1/CM020332.1; chromosome 34:NC_045592.1/CM020333.1; chromosome Z:NC_045593.1/CM020334.1; chromosome W:NC_045594.1/CM020335.1; mitochondrion MT:NC_024595.1/	WNMM01	105	17219	27761	12/23/19	Chromosome	NCBI	SAMN12621346
Balaenoptera musculus	mBalMus1	10x	41.4932	7.09E-05	GCA_009873245.3	2374.87	11/20/18	10/2/20	9771	PRJNA607322	607322	Animals	Mammals	40.9867	chromosome 1:NC_045785.1/CM020941.2; chromosome 2:NC_045786.1/CM020942.2; chromosome 3:NC_045787.1/CM020943.2; chromosome 4:NC_045788.1/CM020944.2; chromosome 5:NC_045789.1/CM020945.2; chromosome 6:NC_045790.1/CM020946.2; chromosome 7:NC_045791.1/CM020947.2; chromosome 8:NC_045792.1/CM020948.2; chromosome 9:NC_045793.1/CM020949.2; chromosome 10:NC_045794.1/CM020950.2; chromosome 11:NC_045795.1/CM020951.2; chromosome 12:NC_045796.1/CM020952.2; chromosome 13:NC_045797.1/CM020953.2; chromosome 14:NC_045798.1/CM020954.2; chromosome 15:NC_045799.1/CM020955.2; chromosome 16:NC_045800.1/CM020956.2; chromosome 17:NC_045801.1/CM020957.2; chromosome 18:NC_045802.1/CM020958.2; chromosome 19:NC_045803.1/CM020959.2; chromosome 20:NC_045804.1/CM020960.2; chromosome 21:NC_045805.1/CM020961.2; chromosome X:NC_045806.1/CM020962.2; chromosome Y:NC_045807.1/CM020963.2; mitochondrion MT:NC_001601.1/CM018075.1	VNFC03	106	27194	52259	9/23/19	Chromosome	NCBI	SAMN12287136
Balearica regulorum gibbericeps	bBalReg1	10x	44.6944	3.39E-05	GCA_011004875.1	1221.05	06/03/19	2/24/20	100784	PRJNA561890	561890	Animals	Birds	42.4069	chromosome 1:CM021618.1; chromosome 2:CM021619.1; chromosome 3:CM021620.1; chromosome 4:CM021621.1; chromosome 5:CM021622.1; chromosome 6:CM021623.1; chromosome 7:CM021624.1; chromosome 8:CM021625.1; chromosome 9:CM021626.1; chromosome 10:CM021627.1; chromosome 11:CM021628.1; chromosome 12:CM021629.1; chromosome 13:CM021630.1; chromosome 14:CM021631.1; chromosome 15:CM021632.1; chromosome 16:CM021633.1; chromosome 17:CM021634.1; chromosome 18:CM021635.1; chromosome 19:CM021636.1; chromosome 20:CM021637.1; chromosome 21:CM021638.1; chromosome 22:CM021639.1; chromosome 23:CM021640.1; chromosome 24:CM021641.1; chromosome 25:CM021642.1; chromosome 26:CM021643.1; chromosome 27:CM021644.1; chromosome 28:CM021645.1; chromosome 29:CM021646.1; chromosome 30:CM021647.1; chromosome 31:CM021648.1; chromosome 32:CM021649.1; chromosome 33:CM021650.1; chromosome 34:CM021651.1; chromosome 35:CM021652.1; chromosome W:CM021654.1; chromosome Z:CM021653.1; mitochondrion MT:CM021656.1	JAAIYC01	105	-	-	2/24/20	Chromosome	Vertebrate Genomes Project	SAMN12615749
Bombina bombina	aBomBom1	10x	39.0217	0.00012526	GCA_027579735.1	10019.7	11/05/20	1/6/23	8345	PRJNA925521	925521	Animals	Amphibians	39.1924	chromosome 1:CM050569.1; chromosome 2:CM050570.1; chromosome 3:CM050571.1; chromosome 4:CM050572.1; chromosome 5:CM050573.1; chromosome 6:CM050574.1; chromosome 7:CM050575.1; chromosome 8:CM050576.1; chromosome 9:CM050577.1; chromosome 10:CM050578.1; chromosome 11:CM050579.1; chromosome 12:CM050580.1; mitochondrion MT:CM050691.1	JAQBIC01	2467	-	-	1/6/23	Chromosome	NCBI	SAMN32378350
Bos taurus	mBosTau1.pat	10x	43.1663	4.82E-05	GCA_003369685.2	2580.76	11/30/18	11/30/18	30522	PRJNA508959	508959	Animals	Mammals	41.8845	chromosome 1:CM011774.1; chromosome 2:CM011775.1; chromosome 3:CM011776.1; chromosome 4:CM011777.1; chromosome 5:CM011778.1; chromosome 6:CM011779.1; chromosome 7:CM011780.1; chromosome 8:CM011781.1; chromosome 9:CM011782.1; chromosome 10:CM011783.1; chromosome 11:CM011784.1; chromosome 12:CM011785.1; chromosome 13:CM011786.1; chromosome 14:CM011787.1; chromosome 15:CM011788.1; chromosome 16:CM011789.1; chromosome 17:CM011790.1; chromosome 18:CM011791.1; chromosome 19:CM011792.1; chromosome 20:CM011793.1; chromosome 21:CM011794.1; chromosome 22:CM011795.1; chromosome 23:CM011796.1; chromosome 24:CM011797.1; chromosome 25:CM011798.1; chromosome 26:CM011799.1; chromosome 27:CM011800.1; chromosome 28:CM011801.1; chromosome 29:CM011802.1; chromosome Y:CM011803.1	PUFT02	1435	-	-	8/10/18	Chromosome	NCBI	SAMN08473802
Bucorvus abyssinicus	bBucAby1	10x	37.0996	0.000195	GCA_009769605.1	1132.6	07/09/19	12/23/19	153643	PRJNA561887	561887	Animals	Birds	43.3436	chromosome 1:CM020024.1; chromosome 2:CM020025.1; chromosome 3:CM020026.1; chromosome 4:CM020027.1; chromosome 5:CM020028.1; chromosome 6:CM020029.1; chromosome 7:CM020030.1; chromosome 8:CM020031.1; chromosome 9:CM020032.1; chromosome 10:CM020033.1; chromosome 11:CM020034.1; chromosome 12:CM020035.1; chromosome 13:CM020036.1; chromosome 14:CM020037.1; chromosome 15:CM020038.1; chromosome 16:CM020039.1; chromosome 17:CM020040.1; chromosome 18:CM020041.1; chromosome 19:CM020042.1; chromosome 20:CM020043.1; chromosome 21:CM020044.1; chromosome 22:CM020045.1; chromosome 23:CM020046.1; chromosome 24:CM020047.1; chromosome 25:CM020048.1; chromosome 26:CM020049.1; chromosome 27:CM020050.1; chromosome 28:CM020051.1; chromosome 29:CM020052.1; chromosome 30:CM020053.1; chromosome 31:CM020054.1; chromosome 32:CM020055.1; chromosome 33:CM020056.1; chromosome 34:CM020057.1; chromosome 35:CM020058.1; chromosome 36:CM020059.1; chromosome 37:CM020060.1; chromosome 38:CM020061.1; chromosome 39:CM020062.1; chromosome W:CM020064.1; chromosome Z:CM020063.1	WNMG01	112	-	-	12/19/19	Chromosome	Vertebrate Genomes Project	SAMN12614799
Bufo bufo	aBufBuf1	10x	40.9379	8.06E-05	GCA_905171765.1	5044.74	05/11/19	1/25/21	8384	PRJEB42168	686760	Animals	Amphibians	44.5207	chromosome 1:NC_053389.1/LR991667.1; chromosome 2:NC_053390.1/LR991668.1; chromosome 3:NC_053391.1/LR991669.1; chromosome 4:NC_053392.1/LR991670.1; chromosome 5:NC_053393.1/LR991671.1; chromosome 6:NC_053394.1/LR991672.1; chromosome 7:NC_053395.1/LR991673.1; chromosome 8:NC_053396.1/LR991674.1; chromosome 9:NC_053397.1/LR991675.1; chromosome 10:NC_053398.1/LR991676.1; chromosome 11:NC_053399.1/LR991677.1; mitochondrion MT:LR991678.1	CAJIMN01	1306	32600	38109	1/25/21	Chromosome	Wellcome Sanger Institute	SAMEA7521636
Callithrix jacchus	mCalJac1.mat	10x	43.5975	4.37E-05	GCA_011078405.1	2811.15	10/24/18	4/11/22	9483	PRJNA558086	558086	Animals	Mammals	41.0073	chromosome 1:CM021859.1; chromosome 2:CM021860.1; chromosome 3:CM021861.1; chromosome 4:CM021862.1; chromosome 5:CM021863.1; chromosome 6:CM021864.1; chromosome 7:CM021865.1; chromosome 8:CM021866.1; chromosome 9:CM021867.1; chromosome 10:CM021868.1; chromosome 11:CM021869.1; chromosome 12:CM021870.1; chromosome 13:CM021871.1; chromosome 14:CM021872.1; chromosome 15:CM021873.1; chromosome 16:CM021874.1; chromosome 17:CM021875.1; chromosome 18:CM021876.1; chromosome 19:CM021877.1; chromosome 20:CM021878.1; chromosome 21:CM021879.1; chromosome 22:CM021880.1; chromosome X:CM021881.1	JAALXQ01	216	-	-	3/9/20	Chromosome	Vertebrate Genomes Project	SAMN12368443
Callithrix jacchus	mCalJac1.pat	10x	40.8914	8.14E-05	GCA_011100555.2	2874.86	10/24/18	4/11/22	9483	PRJNA939228	939228	Animals	Mammals	40.9561	chromosome 1:CM021915.1; chromosome 2:CM021916.1; chromosome 3:CM021917.1; chromosome 4:CM021918.1; chromosome 5:CM021919.1; chromosome 6:CM021920.1; chromosome 7:CM021921.1; chromosome 8:CM021922.1; chromosome 9:CM021923.1; chromosome 10:CM021924.1; chromosome 11:CM021925.1; chromosome 12:CM021926.1; chromosome 13:CM021927.1; chromosome 14:CM021928.1; chromosome 15:CM021929.1; chromosome 16:CM021930.1; chromosome 17:CM021931.1; chromosome 18:CM021932.1; chromosome 19:CM021933.1; chromosome 20:CM021934.1; chromosome 21:CM021935.1; chromosome 22:CM021936.1; chromosome X:CM021937.1; chromosome Y:CM021938.2; mitochondrion MT:CM021961.1	JAALXP02	1233	-	-	3/9/20	Chromosome	NCBI	SAMN12368443
Calypte anna	bCalAnn1	10x	38.6024	0.00013796	GCA_003957555.2	1059.69	03/07/18	5/17/19	9244	PRJNA558503	558503	Animals	Birds	41.6288	chromosome 1:NC_044244.1/CM012114.1; chromosome 2:NC_044245.1/CM012115.1; chromosome 3:NC_044246.1/CM012116.1; chromosome 4:NC_044247.1/CM012117.1; chromosome 4A:NC_044248.1/CM012143.1; chromosome 4B:NC_044249.1/CM012144.1; chromosome 5:NC_044250.1/CM012118.1; chromosome 5A:NC_044251.1/CM012145.1; chromosome 6:NC_044252.1/CM012119.1; chromosome 7:NC_044253.1/CM012120.1; chromosome 8:NC_044254.1/CM012121.1; chromosome 9:NC_044255.1/CM012122.1; chromosome 10:NC_044256.1/CM012123.1; chromosome 11:NC_044257.1/CM012124.1; chromosome 12:NC_044258.1/CM012125.1; chromosome 13:NC_044259.1/CM012126.1; chromosome 14:NC_044260.1/CM012127.1; chromosome 15:NC_044261.1/CM012128.1; chromosome 17:NC_044262.1/CM012129.1; chromosome 18:NC_044263.1/CM012130.1; chromosome 19:NC_044264.1/CM012131.1; chromosome 20:NC_044265.1/CM012132.1; chromosome 21:NC_044266.1/CM012133.1; chromosome 22:NC_044267.1/CM012134.1; chromosome 23:NC_044268.1/CM012135.1; chromosome 24:NC_044269.1/CM012136.1; chromosome 25:NC_044270.1/CM012137.1; chromosome 26:NC_044271.1/CM012138.1; chromosome 27:NC_044272.1/CM012139.1; chromosome 28:NC_044273.1/CM012140.1; chromosome Z:NC_044274.1/CM012142.1; chromosome W:NC_044276.1/CM012146.1; chromosome 33:NC_044275.1/CM012141.1; mitochondrion MT:CM016612.1	RRCD01	159	16230	29214	12/20/18	Chromosome	NCBI	SAMN02265252
Canis lupus	mCanLor1	10x	48.1123	1.54E-05	GCA_905319855.2	2447.46	03/18/20	3/24/21	9612	PRJEB43200	703916	Animals	Mammals	41.4872	chromosome 1:HG994383.1; chromosome 2:HG994387.1; chromosome 3:HG994384.1; chromosome 4:HG994386.1; chromosome 5:HG994385.1; chromosome 6:HG994389.1; chromosome 7:HG994388.1; chromosome 8:HG994390.1; chromosome 9:HG994394.1; chromosome 10:HG994393.1; chromosome 11:HG994391.1; chromosome 12:HG994392.1; chromosome 13:HG994397.1; chromosome 14:HG994400.1; chromosome 15:HG994395.1; chromosome 16:HG994398.1; chromosome 17:HG994396.1; chromosome 18:HG994402.1; chromosome 19:HG994403.1; chromosome 20:HG994401.1; chromosome 21:HG994405.1; chromosome 22:HG994399.1; chromosome 23:HG994406.1; chromosome 24:HG994407.1; chromosome 25:HG994404.1; chromosome 26:HG994409.1; chromosome 27:HG994408.1; chromosome 28:HG994413.1; chromosome 29:HG994412.1; chromosome 30:HG994415.1; chromosome 31:HG994411.1; chromosome 32:HG994414.1; chromosome 33:HG994417.1; chromosome 34:HG994410.1; chromosome 35:HG994419.1; chromosome 36:HG994416.1; chromosome 37:HG994418.1; chromosome 38:HG994420.1; chromosome X:HG994381.1; chromosome Y:HG994382.1; mitochondrion MT:HG998573.1	CAJNRB02	82	-	-	3/5/21	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA7532739
Caprimulgus europaeus	bCapEur3	10x	54.0574	3.93E-06	GCA_907165065.1	1177.79	03/11/20	5/10/21	111811	PRJEB44540	725783	Animals	Birds	41.9331	chromosome 1:OU015523.1; chromosome 2:OU015524.1; chromosome 3:OU015525.1; chromosome 4:OU015526.1; chromosome 5:OU015528.1; chromosome 6:OU015529.1; chromosome 7:OU015530.1; chromosome 8:OU015531.1; chromosome 9:OU015532.1; chromosome 10:OU015533.1; chromosome 11:OU015534.1; chromosome 12:OU015535.1; chromosome 13:OU015536.1; chromosome 14:OU015538.1; chromosome 15:OU015539.1; chromosome 16:OU015540.1; chromosome 17:OU015541.1; chromosome 18:OU015542.1; chromosome 19:OU015543.1; chromosome 20:OU015544.1; chromosome 21:OU015545.1; chromosome 22:OU015546.1; chromosome 23:OU015547.1; chromosome 24:OU015548.1; chromosome 25:OU015549.1; chromosome 26:OU015550.1; chromosome 27:OU015551.1; chromosome 28:OU015552.1; chromosome 29:OU015553.1; chromosome 30:OU015554.1; chromosome 31:OU015555.1; chromosome 32:OU015556.1; chromosome 33:OU015557.1; chromosome 34:OU015558.1; chromosome 35:OU015559.1; chromosome W:OU015537.1; chromosome Z:OU015527.1	CAJRAV01	121	-	-	5/10/21	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA7524394
Carcharodon carcharias	sCarCar2	10x	42.6055	5.49E-05	GCA_017639515.1	4286.31	09/16/19	3/30/21	13397	PRJNA725502	725502	Animals	Fishes	45.2278	chromosome 1:NC_054467.1/CM029965.1; chromosome 2:NC_054468.1/CM029966.1; chromosome 3:NC_054469.1/CM029967.1; chromosome 4:NC_054470.1/CM029968.1; chromosome 5:NC_054471.1/CM029969.1; chromosome 6:NC_054472.1/CM029970.1; chromosome 7:NC_054473.1/CM029971.1; chromosome 8:NC_054474.1/CM029972.1; chromosome 9:NC_054475.1/CM029973.1; chromosome 10:NC_054476.1/CM029974.1; chromosome 11:NC_054477.1/CM029975.1; chromosome 12:NC_054478.1/CM029976.1; chromosome 13:NC_054479.1/CM029977.1; chromosome 14:NC_054480.1/CM029978.1; chromosome 15:NC_054481.1/CM029979.1; chromosome 16:NC_054482.1/CM029980.1; chromosome 17:NC_054483.1/CM029981.1; chromosome 18:NC_054484.1/CM029982.1; chromosome 19:NC_054485.1/CM029983.1; chromosome 20:NC_054486.1/CM029984.1; chromosome 21:NC_054487.1/CM029985.1; chromosome 22:NC_054488.1/CM029986.1; chromosome 23:NC_054489.1/CM029987.1; chromosome 24:NC_054490.1/CM029988.1; chromosome 25:NC_054491.1/CM029989.1; chromosome 26:NC_054492.1/CM029990.1; chromosome 27:NC_054493.1/CM029991.1; chromosome 28:NC_054494.1/CM029992.1; chromosome 29:NC_054495.1/CM029993.1; chromosome 30:NC_054496.1/CM029994.1; chromosome 31:NC_054497.1/CM029995.1; chromosome 32:NC_054498.1/CM029996.1; chromosome 33:NC_054499.1/CM029997.1; chromosome 34:NC_054500.1/CM029998.1; chromosome 35:NC_054501.1/CM029999.1; chromosome 36:NC_054502.1/CM030000.1; chromosome 37:NC_054503.1/CM030001.1; chromosome 38:NC_054504.1/CM030002.1; chromosome 39:NC_054505.1/CM030003.1; chromosome 40:NC_054506.1/CM030004.1; chromosome X:NC_054507.1/CM030005.1; chromosome Y:NC_054508.1/CM030006.1; mitochondrion MT:NC_022415.1/CM030070.1	JAGDEE01	719	25164	44456	3/30/21	Chromosome	NCBI	SAMN12629504
Cariama cristata	bCarCri1	10x	37.9274	0.00016116	GCA_009819825.1	1215.25	07/17/19	12/23/19	54380	PRJNA561892	561892	Animals	Birds	42.2157	chromosome 1:CM020248.1; chromosome 2:CM020249.1; chromosome 3:CM020250.1; chromosome 4:CM020251.1; chromosome 5:CM020252.1; chromosome 6:CM020253.1; chromosome 7:CM020254.1; chromosome 8:CM020255.1; chromosome 9:CM020256.1; chromosome 10:CM020257.1; chromosome 11:CM020258.1; chromosome 12:CM020259.1; chromosome 13:CM020260.1; chromosome 14:CM020261.1; chromosome 15:CM020262.1; chromosome 16:CM020263.1; chromosome 17:CM020264.1; chromosome 18:CM020265.1; chromosome 19:CM020266.1; chromosome 20:CM020267.1; chromosome 21:CM020268.1; chromosome 22:CM020269.1; chromosome 23:CM020270.1; chromosome 24:CM020271.1; chromosome 25:CM020272.1; chromosome 26:CM020273.1; chromosome 27:CM020274.1; chromosome 28:CM020275.1; chromosome 29:CM020276.1; chromosome 30:CM020277.1; chromosome 31:CM020278.1; chromosome 32:CM020279.1; chromosome 33:CM020280.1; chromosome 34:CM020281.1; chromosome 35:CM020282.1; chromosome 36:CM020283.1; chromosome 37:CM020284.1; chromosome 38:CM020285.1; chromosome 39:CM020286.1; chromosome 40:CM020287.1; chromosome 41:CM020288.1; chromosome 42:CM020289.1; chromosome 43:CM020290.1; chromosome 44:CM020291.1; chromosome 45:CM020292.1; chromosome 46:CM020293.1; chromosome 47:CM020294.1; chromosome 48:CM020295.1; chromosome 49:CM020296.1; chromosome 50:CM020297.1; chromosome W:CM020299.1; chromosome Z:CM020298.1; mitochondrion MT:CM020379.1	WNMO01	110	-	-	12/23/19	Chromosome	Vertebrate Genomes Project	SAMN12614807
Catharus ustulatus	bCatUst1	10x	41.1935	7.60E-05	GCA_009819885.2	1131.62	12/04/18	12/22/20	91951	PRJNA613294	613294	Animals	Birds	42.5641	chromosome 1:NC_046221.1/CM020336.1; chromosome 2:NC_046222.1/CM020337.1; chromosome 3:NC_046223.1/CM020338.1; chromosome 4:NC_046224.1/CM020339.1; chromosome 5:NC_046225.1/CM020340.1; chromosome 6:NC_046226.1/CM020341.1; chromosome 7:NC_046227.1/CM020342.1; chromosome 8:NC_046228.1/CM020343.1; chromosome 9:NC_046229.1/CM020344.1; chromosome 10:NC_046230.1/CM020345.1; chromosome 11:NC_046231.1/CM020346.1; chromosome 12:NC_046232.1/CM020347.1; chromosome 13:NC_046233.1/CM020348.1; chromosome 14:NC_046234.1/CM020349.1; chromosome 15:NC_046235.1/CM020350.1; chromosome 16:NC_046236.1/CM020351.1; chromosome 17:NC_046237.1/CM020352.1; chromosome 18:NC_046238.1/CM020353.1; chromosome 20:NC_046240.1/CM020355.1; chromosome 21:NC_046241.1/CM020356.1; chromosome 22:NC_046242.1/CM020357.1; chromosome 23:NC_046243.1/CM020358.1; chromosome 24:NC_046244.1/CM020359.1; chromosome 25:NC_046245.1/CM020360.1; chromosome 26:NC_046246.1/CM020361.1; chromosome 27:NC_046247.1/CM020362.1; chromosome 28:NC_046248.1/CM020363.1; chromosome 29:NC_046249.1/CM020364.1; chromosome 30:NC_046250.1/CM020365.1; chromosome 31:NC_046251.1/CM020366.1; chromosome 32:NC_046252.1/CM020367.1; chromosome 33:NC_046253.1/CM020368.1; chromosome 34:NC_046254.1/CM020369.1; chromosome 35:NC_046255.1/CM020370.1; chromosome 36:NC_046256.1/CM020371.1; chromosome 37:NC_046257.1/CM020372.1; chromosome 38:NC_046258.1/CM020373.1; chromosome 39:NC_046259.1/CM020374.1; chromosome 40:NC_046260.1/CM020375.1; chromosome W:NC_046261.2/CM020377.2; chromosome Z:NC_046262.2/CM020376.2; mitochondrion MT:CM020378.1	WNMQ02	160	19631	36071	12/23/19	Chromosome	NCBI	SAMN12618602
Cervus elaphus	mCerEla1	10x	55.4905	2.82E-06	GCA_910594005.1	2886.6	12/01/20	7/6/21	9860	PRJEB45838	739963	Animals	Mammals	42.976	chromosome 1:NC_057815.1/OU343078.1; chromosome 2:NC_057816.1/OU343079.1; chromosome 3:NC_057817.1/OU343080.1; chromosome 4:NC_057818.1/OU343081.1; chromosome 5:NC_057819.1/OU343082.1; chromosome 6:NC_057820.1/OU343083.1; chromosome 7:NC_057821.1/OU343084.1; chromosome 8:NC_057822.1/OU343085.1; chromosome 9:NC_057823.1/OU343086.1; chromosome 10:NC_057824.1/OU343087.1; chromosome 11:NC_057825.1/OU343088.1; chromosome 12:NC_057826.1/OU343089.1; chromosome 13:NC_057827.1/OU343090.1; chromosome 14:NC_057828.1/OU343091.1; chromosome 15:NC_057829.1/OU343092.1; chromosome 16:NC_057830.1/OU343093.1; chromosome 17:NC_057831.1/OU343094.1; chromosome 18:NC_057832.1/OU343095.1; chromosome 19:NC_057833.1/OU343096.1; chromosome 20:NC_057834.1/OU343097.1; chromosome 21:NC_057835.1/OU343098.1; chromosome 22:NC_057836.1/OU343099.1; chromosome 23:NC_057837.1/OU343100.1; chromosome 24:NC_057838.1/OU343101.1; chromosome 25:NC_057839.1/OU343102.1; chromosome 26:NC_057840.1/OU343103.1; chromosome 27:NC_057841.1/OU343104.1; chromosome 28:NC_057842.1/OU343105.1; chromosome 29:NC_057843.1/OU343106.1; chromosome 30:NC_057844.1/OU343107.1; chromosome 31:NC_057845.1/OU343108.1; chromosome 32:NC_057846.1/OU343109.1; chromosome 33:NC_057847.1/OU343110.1; chromosome X:NC_057848.1/OU343077.1; mitochondrion MT:OU343111.1	CAJVBL01	144	37348	57591	7/6/21	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA7523520
